timestamp,resultid,vote_count
2026-04-16T06:03:52.070Z,A0297,0
2026-04-16T06:03:52.070Z,T0020,0
2026-04-16T06:03:52.070Z,D0031,0
2026-04-16T06:03:52.070Z,C0316,3
2026-04-16T06:03:52.070Z,A0106,0
2026-04-16T06:03:52.070Z,C0046,0
2026-04-16T06:03:52.070Z,A0053,0
2026-04-16T06:03:52.070Z,S0061,0
2026-04-16T06:03:52.070Z,A0206,0
2026-04-16T06:03:52.070Z,C0064,0
2026-04-16T06:03:52.070Z,T0047,0
2026-04-16T06:03:52.070Z,A0158,0
2026-04-16T06:03:52.070Z,A0042,0
2026-04-16T06:03:52.070Z,C0278,0
2026-04-16T06:03:52.070Z,B0063,2
2026-04-16T06:03:52.070Z,D0014,4
2026-04-16T06:03:52.070Z,S0025,0
2026-04-16T06:03:52.070Z,D0041,0
2026-04-16T06:03:52.070Z,C0217,0
2026-04-16T06:03:52.070Z,C0326,0
2026-04-16T06:03:52.070Z,C0322,0
2026-04-16T06:03:52.070Z,S0138,0
2026-04-16T06:03:52.070Z,C0096,0
2026-04-16T06:03:52.070Z,A0021,0
2026-04-16T06:03:52.070Z,C0203,1
2026-04-16T06:03:52.070Z,C0271,0
2026-04-16T06:03:52.070Z,A0038,0
2026-04-16T06:03:52.070Z,C0140,12
2026-04-16T06:03:52.070Z,S0075,0
2026-04-16T06:03:52.070Z,A0195,5
2026-04-16T06:03:52.070Z,S0215,0
2026-04-16T06:03:52.070Z,C0298,0
2026-04-16T06:03:52.070Z,D0028,0
2026-04-16T06:03:52.070Z,B0176,0
2026-04-16T06:03:52.070Z,T0040,0
2026-04-16T06:03:52.070Z,C0338,0
2026-04-16T06:03:52.070Z,S0200,0
2026-04-16T06:03:52.070Z,C0180,0
2026-04-16T06:03:52.070Z,A0101,0
2026-04-16T06:03:52.070Z,C0033,0
2026-04-16T06:03:52.070Z,A0299,10
2026-04-16T06:03:52.070Z,C0082,0
2026-04-16T06:03:52.070Z,S0109,0
2026-04-16T06:03:52.070Z,S0119,0
2026-04-16T06:03:52.070Z,B0005,0
2026-04-16T06:03:52.070Z,C0347,0
2026-04-16T06:03:52.070Z,S0159,0
2026-04-16T06:03:52.070Z,D0026,0
2026-04-16T06:03:52.070Z,C0307,0
2026-04-16T06:03:52.070Z,D0006,0
2026-04-16T06:03:52.070Z,A0157,2
2026-04-16T06:03:52.070Z,C0049,0
2026-04-16T06:03:52.070Z,S0049,0
2026-04-16T06:03:52.070Z,S0139,0
2026-04-16T06:03:52.070Z,S0223,0
2026-04-16T06:03:52.070Z,A0088,0
2026-04-16T06:03:52.070Z,A0304,0
2026-04-16T06:03:52.070Z,B0111,0
2026-04-16T06:03:52.070Z,A0247,14
2026-04-16T06:03:52.070Z,C0090,0
2026-04-16T06:03:52.070Z,A0125,0
2026-04-16T06:03:52.070Z,B0194,0
2026-04-16T06:03:52.070Z,C0150,0
2026-04-16T06:03:52.070Z,A0312,0
2026-04-16T06:03:52.070Z,S0058,0
2026-04-16T06:03:52.070Z,A0224,0
2026-04-16T06:03:52.070Z,C0093,0
2026-04-16T06:03:52.070Z,B0055,1
2026-04-16T06:03:52.070Z,B0119,0
2026-04-16T06:03:52.070Z,C0216,0
2026-04-16T06:03:52.070Z,B0198,0
2026-04-16T06:03:52.070Z,A0073,1
2026-04-16T06:03:52.070Z,S0237,0
2026-04-16T06:03:52.070Z,B0090,0
2026-04-16T06:03:52.070Z,A0301,0
2026-04-16T06:03:52.070Z,B0043,0
2026-04-16T06:03:52.070Z,B0187,0
